,IntegratedGradients_L2,IntegratedGradients_L1,IntegratedGradients_sum,InputXGradient_L2,InputXGradient_L1,InputXGradient_sum,Saliency_L2,Saliency_L1,Saliency_sum,GradientShap_L2,GradientShap_L1,GradientShap_sum,Occlusion_L2,Occlusion_L1,Occlusion_sum,model_name,run_id1,run_id2,source,token_types
0,0.23020073878202932,0.21584128209459794,0.2306120057406452,0.19265146840333006,0.21210042687239145,0.07906569231635548,0.18178339073861458,0.1830286644758184,0.061243889969640225,0.2077018723124383,0.1810264160291326,0.2166964785456907,0.28037296633288833,0.28037296633288833,0.1299382326899985,bert-base,3mtec359,250ds2on,beetle,False
1,0.11715512373890719,0.11228758670351563,0.038743384519855484,0.12024612331429421,0.13477509738176424,0.23774613531397062,0.15896398657113284,0.16172449749745285,0.07252136147275014,0.18628028411019237,0.19985712775511105,0.14792276235594976,0.052860506278640446,0.052860506278640446,-0.07014097688136488,bert-large,2gwc8b9k,36bofw97,beetle,False
2,0.14102733854084168,0.13828661244686044,0.057956681051059264,0.26361228659160835,0.23704301281085452,0.22914148929681544,0.2320704639730495,0.22951459143091982,0.2354296709501414,0.14565523325790508,0.12505149617233738,0.22541842871671247,0.07148915516073302,0.07148915516073302,0.09289915343160893,roberta-base,8zzl3fsx,20pkvudi,beetle,False
3,-0.08465239044675907,-0.07062552966864385,-0.08797612520965775,0.12810362850312992,0.12610840425727446,0.10761836627156707,0.15721215088404836,0.15820736307169236,0.12108820792383705,-0.06660276985311342,-0.07041035498320806,0.08944125643285092,-0.12567922558654124,-0.12567922558654124,-0.10273736618458405,roberta-large,56ylsa5g,2l538p0n,beetle,False
4,-0.07606589028174889,-0.06519816382707494,0.11231275675649097,0.017544697623958706,0.03646192409016404,-0.0132040927208558,0.07672405789955088,0.0677265249159525,-0.03068100680680181,0.011919951739057496,-0.04744742297875987,-0.03958148874892778,0.15080830405704962,0.15080830405704962,0.19601734837121074,albert-base,spmt2qqh,3gmdc8sy,beetle,False
5,-0.012830171096654526,-0.007815125843826026,-0.018944152569388275,-0.19183794887716393,-0.19146273948281045,-0.08429403913439837,-0.19363192976923038,-0.1907179400547677,-0.15402685592049567,-0.016127916316480986,-0.01163313020515232,0.011212614715443185,0.09400078226183246,0.09400078226183246,0.04699951310581244,albert-large,3jg5xeg4,vyww9x5j,beetle,False
6,0.04501377153107793,0.08105365822135292,0.26338599025485787,0.011961160383928767,-0.04041596380757108,-0.006917784187751268,-0.046586255956961316,-0.04054181407244784,0.0642318679328491,0.07927559885116854,0.08722640884103379,0.21258287239942134,0.04901979033462941,0.04901979033462941,0.16848060799609269,distilbert-base,2sym8yv8,23stjx6e,beetle,False
7,-0.11185196918202127,-0.14647835252520605,0.08041632906601426,-0.046566354054608704,-0.10476220914394074,0.1724400329341363,-0.11335210433935225,-0.10725580043870817,-0.011315285117579852,-0.0859567845409515,-0.13583563463713036,-0.004040086177578587,-0.00034898571125360094,-0.00034898571125360094,0.07291202410893037,distilroberta,35pecbad,1oyby4g3,beetle,False
8,0.16993286151776357,0.23709159686659764,0.29928480757845705,-0.12403123100173183,-0.1031639693150128,0.08562290086148311,-0.12689370991010543,-0.1247420801257613,-0.007923883886682312,0.08806931294067347,0.09395067629590945,0.1417603138974867,0.14001526827120483,0.14001526827120483,0.30740595443845786,distilbert-base-squad2,1m2vhzqf,2esxgrw8,beetle,False
9,0.1865537596625199,0.17198556714041388,0.3277727418160158,0.25211893798297963,0.2533246420555059,0.2638924351347247,0.2816702191562366,0.2812964146020491,0.1970846756873795,0.12943693889074054,0.11854369117304973,0.28653178562092235,0.1667668200635058,0.1667668200635058,0.23477396180263,roberta-base-squad2,237ogwy3,3tng1ilr,beetle,False
10,-0.007024434970358457,0.0032063135390183227,0.12054242751932034,-0.30870812420238736,-0.3005026869324226,0.09195451548994327,-0.301778750083266,-0.30020392425710585,-0.11883788811782675,-0.0780941282715069,-0.07074306796253807,-0.012239435806823705,-0.0002706658719954127,-0.0002706658719954127,0.04631149263448154,distilroberta-base-squad2,j40idsy9,3avamy4u,beetle,False
11,0.10091388364903019,0.1120111844008421,0.2802070781232786,-0.039350743751651415,-0.03754856795861621,0.07227340718343946,-0.032143211279649,-0.027491317209748605,-0.11366538369638501,-0.03473151221561206,-0.035699681230059316,0.09809635962597067,0.2321318086603011,0.2321318086603011,0.27631332946299864,bert-base-squad2,zxw45lva,3s6f0vg8,beetle,False
12,-0.031229831031678326,-0.0005633409065925285,0.1100788267524181,-0.07748009604892216,-0.08335560590346616,0.041701158419493935,-0.04959284805237057,-0.06495559475840085,0.01223065555578579,-0.025638450100721185,-0.010227002268933937,0.018481374804683315,0.02351702437994745,0.02351702437994745,0.03672837544166126,albert-base-squad2,325msndm,3jljr692,beetle,False
