,IntegratedGradients_L2,IntegratedGradients_L1,IntegratedGradients_sum,InputXGradient_L2,InputXGradient_L1,InputXGradient_sum,Saliency_L2,Saliency_L1,Saliency_sum,GradientShap_L2,GradientShap_L1,GradientShap_sum,Occlusion_L2,Occlusion_L1,Occlusion_sum,model_name,run_id1,run_id2,source,token_types
0,-0.0070589712835843164,0.027305802653103246,0.1314319067331014,-0.06483519661647966,-0.044641634750371986,0.025385966701835468,-0.0494487692363207,-0.04573682220891713,-0.16221344922358938,-0.03763200753302401,-0.0348419125587977,-0.0005510992941047904,0.20305713603869,0.20305713603869,0.23409229928361663,bert-base,1uzggxoc,24ng646w,scientsbank,False
1,-0.039093909371504074,-0.034943765427627414,0.057598774633763596,-0.05822398637337144,-0.05554557440356922,0.021997370894709323,-0.05141143417316377,-0.05378135551376894,-0.11736060355947736,-0.10324304006611516,-0.1025447447149595,-0.012833720524756422,0.12957578080308083,0.12957578080308083,0.19566380145579687,bert-large,2xah1z9j,3cgz064k,scientsbank,False
2,0.09761461221344732,0.1261311719988055,0.39828224522497774,-0.08141313856864846,-0.10103003329267754,0.14504954273389686,-0.0703646320370948,-0.06911527547211051,0.10008672869578995,0.0612890011680615,0.05389917230129148,0.16558356139735966,0.15979132529380435,0.15979132529380435,0.25910099749240867,roberta-base,ruhq8e77,30bcwrl4,scientsbank,False
3,0.06342260217408924,0.04644906366654449,0.09407001830405677,0.050580612819530815,0.05022563521310793,0.14934242456030464,0.0631249331035251,0.06059497462820802,0.14236709173164716,0.053794919541236816,0.04291151819434526,0.09647282162743324,0.09663869052434225,0.09663869052434225,0.1618573284947757,roberta-large,3fmajm25,1ks00y35,scientsbank,False
4,0.11820079851671488,0.13682965445429643,0.14257750245971362,-0.009829137877288023,0.007681896778410565,-0.04723347425111099,0.02142298999741235,0.025096756736963235,-0.02785587314755588,0.09429993652432009,0.10182694007537256,0.06832042306806463,0.0622556266294019,0.0622556266294019,0.0626474889849679,albert-base,3h9focuh,2d323pre,scientsbank,False
5,0.09450516689415438,0.09947706342069697,0.1685029086177673,0.06658562182943098,0.07710920655912959,0.02400934251067553,0.06913768067097018,0.07659061003450363,-0.012790434534733374,-0.008147452268877853,-0.012931495591386642,0.055740971062257345,0.20135197847241432,0.20135197847241432,0.22185631721250065,albert-large,23drb3l9,3k72ugwv,scientsbank,False
6,0.10310304764431244,0.06751025542726885,0.11884849166334178,-0.05326481660944641,0.06349545717446285,0.20484848503323191,0.01696488888145436,0.004404717300307664,0.226480856948559,0.10073495338032623,0.0866582015914969,0.13442978074589082,0.1532819291516367,0.1532819291516367,0.13152777659760975,distilbert-base,1dtrrdev,1ky5vfxw,scientsbank,False
7,0.1180570699281117,0.13343625753312893,0.19580448171802456,0.12213283470842701,0.12646366819820937,0.20402299825075604,0.13747727139276394,0.1362613702097504,0.11125183371120514,0.13612263066217328,0.1161305635503735,0.21640472430374758,0.0949579195690703,0.0949579195690703,0.1969019554213513,distilroberta,z75ira53,31cx2iq8,scientsbank,False
8,0.1434644892268145,0.12470501250404428,0.27361606077814093,-0.08946216815490407,-0.058034609097295686,0.13634527539323507,-0.06837156004465646,-0.06681234110360619,0.03674837464190263,0.1589750185657362,0.14269200250061834,0.311353116043934,0.13514659725424288,0.13514659725424288,0.3404399474178942,distilbert-base-squad2,11ye3q7a,33fzsfij,scientsbank,False
9,0.2606067183055695,0.2184587288425669,0.4600409565510992,0.07947028775324591,0.06598251045604527,0.22688224532404835,0.062428390526731374,0.06004528517455231,0.15634443024474745,0.150734630448257,0.13110870543125447,0.2640020154009448,0.22441271991912487,0.22441271991912487,0.33863922481974773,roberta-base-squad2,1mai4ccq,3a33dkk2,scientsbank,False
10,0.16269211267269676,0.13388840054276976,0.33889330282314273,-0.12220096480291866,-0.132345642564147,0.0965244544934217,-0.14270179796767318,-0.1423503259365821,-0.04052799451484153,0.09736114202039908,0.09979984117838848,0.20796009832300333,0.1908523231047631,0.1908523231047631,0.30991004426970087,distilroberta-base-squad2,2dqwyfm7,gbmkqvnb,scientsbank,False
11,-0.02977502322538918,-0.01703705800839349,0.1382478120923221,-0.055214449951034354,-0.04607526264475312,0.0563568864683992,-0.055887215582099456,-0.055215364448947,-0.18153816186453017,-0.10221754498886687,-0.11130491057363236,-0.06226709477107442,0.16913497909171993,0.16913497909171993,0.22700288284035738,bert-base-squad2,31ktjuah,10o4hc05,scientsbank,False
12,0.03949453566539954,0.04173513175952562,0.19537619186227173,-0.02325000441054723,-0.03343453903913476,-0.021336569944667923,-0.052824333448191735,-0.04973691228696152,-0.06485737319086117,0.09247014054822894,0.08345997382745131,0.10821257404503704,0.2503587022802129,0.2503587022802129,0.2587079920144518,albert-base-squad2,ektq6s3e,32o31ecg,scientsbank,False
