,IntegratedGradients_L2,IntegratedGradients_L1,IntegratedGradients_sum,InputXGradient_L2,InputXGradient_L1,InputXGradient_sum,Saliency_L2,Saliency_L1,Saliency_sum,GradientShap_L2,GradientShap_L1,GradientShap_sum,Occlusion_L2,Occlusion_L1,Occlusion_sum,model,run_id,source,token_types
0,0.3010653729592275,0.3085600909516791,0.17060147351515167,0.06425507482718269,0.06498616447037849,-0.000617772349955547,0.09364733107403811,0.09404600193863204,-0.08108329203356165,0.2562628025980578,0.2668816528476864,0.12251706188944732,0.1041544089807185,0.1041544089807185,0.04709891921307181,bert-large,19uwuall,beetle,True
1,0.05461602534399061,0.05474967728210002,0.06442982513237694,0.0816910045022891,0.08884736673032194,-0.0012964642171064578,0.10400521336500304,0.10392014401163906,0.015761059354371526,0.05760213168577213,0.0610714752361819,0.013142213639181227,0.023859339445813355,0.023859339445813355,0.0008502300873872766,albert-base,2gsx3uf8,beetle,True
2,0.18243397037439857,0.2090209923761696,0.037813375482880864,0.16928452436202718,0.1664279870973544,-0.013835449815759304,0.16087057264487184,0.16312001133795265,-0.1315432053299889,0.18541414890511354,0.20240263056792043,0.13357433933293117,0.06375495753418857,0.06375495753418857,-0.013428767015455928,roberta-large,2nby99h5,beetle,True
3,0.06194318317296373,0.06497391749089408,0.0686696833222088,0.1095156114478102,0.10636103314554084,0.06504226887142218,0.0945218329415439,0.104111551879622,0.05317766942141157,0.07357798874944241,0.07794820744626473,0.063112358384087,0.029379518004741395,0.029379518004741395,-0.012557196289116807,albert-base-squad2,1xgnbe38,beetle,True
4,0.32265786770566046,0.32990549433093214,0.13226712264820006,0.1568109171121608,0.16571233399592308,0.022840994436580653,0.16471117999315202,0.16511886429755496,-0.09968410638481914,0.27544749265425617,0.2890940386803423,0.07238209782854035,0.10421520179898022,0.1042153648085661,0.011668185478224296,bert-base,1rfy9mpk,beetle,True
5,0.15456761525911522,0.1509618795784864,0.04122094179829509,0.1106012112095241,0.13834352035033237,0.02211202561702924,0.12690508479604654,0.12658345372776122,-0.08007700907500244,0.1400816863704767,0.13957637495518346,0.025925228519943073,0.023325907954625198,0.023325907954625198,-0.020896882746402688,distilroberta-base-squad2,2kpz62tl,beetle,True
6,0.20709680037971723,0.21910122914822416,0.13251376163708015,0.16438989188577324,0.1752088688777821,0.013233392599591259,0.17665069152902982,0.17727239416728552,-0.0773006022035793,0.20946247602403206,0.23063962069514027,0.07780585456621884,0.15624589447973244,0.15624589447973244,0.12559491549218144,roberta-base-squad2,2ymbeubi,beetle,True
7,0.0904177129508549,0.08379218957025267,0.06370676436739856,0.06854910076661884,0.07517720586857637,0.037094501971705364,0.09370226649493875,0.09150965761337103,-0.0006245453558104781,0.07992350068969092,0.07909114459367733,0.03129989303771775,0.047942323189680495,0.047942323189680495,0.026688105178341706,albert-large,4jc80eaw,beetle,True
8,0.21619031420608603,0.2244212169835246,0.15336327825413135,0.1888854981336234,0.20814445585229727,0.07353053434167256,0.2019081714260019,0.20086889143254666,-0.043654852684664944,0.21386289659119084,0.2199097305777395,0.11539853531251164,0.1329159607514422,0.1329159607514422,0.14111022574095855,roberta-base,3qe599bb,beetle,True
9,0.1404413427499104,0.15778286982625955,0.12599003733032382,0.10739270838486421,0.10829753153790404,0.15701045754430326,0.1309326445277036,0.13282933630216284,-0.04623696204700058,0.13720747591523966,0.15091909242626653,0.07038668836148851,0.08820505027265023,0.08820511760269657,0.06977841755777028,distilroberta,3n7jqudf,beetle,True
10,0.3822788832386363,0.384039377033237,0.19648446495766034,0.15925964488028294,0.17840574275706048,0.022331801349726555,0.14790827809519225,0.1475519672957571,-0.1075054914943464,0.3175213439835201,0.33365070830855176,0.11002117788586012,0.11648913820559476,0.11648913820559476,0.03888220627978001,bert-base-squad2,3r0icb23,beetle,True
