,IntegratedGradients_L2,IntegratedGradients_L1,IntegratedGradients_sum,InputXGradient_L2,InputXGradient_L1,InputXGradient_sum,Saliency_L2,Saliency_L1,Saliency_sum,GradientShap_L2,GradientShap_L1,GradientShap_sum,Occlusion_L2,Occlusion_L1,Occlusion_sum,model_name,run_id1,run_id2,source,token_types
0,0.1905435057341478,0.21055264421942807,0.07040227715225318,-0.039462077334812155,-0.04103772265106919,-0.09943821612459153,-0.08653136416887255,-0.08629839484133324,-0.06688490858646504,0.13667280230609194,0.15240572439588068,0.02009354596525807,0.07852260452215708,0.07852260452215708,0.036212330820659624,bert-base,1rfy9mpk,1jjom0cr,beetle,True
1,-0.09816285539383111,-0.07642962681474617,-0.04621631471323056,0.0940397665764408,0.10152217944093682,0.18799102822241942,0.08221791950898026,0.08183837852411471,0.06882639971034538,-0.142131308771342,-0.13546241543301213,-0.09640914658652522,-0.024291793731532934,-0.024291793731532934,0.07045250018819005,bert-large,19uwuall,igico5q5,beetle,True
2,0.1356479714049467,0.13306002167902514,0.06193237872102648,0.16092689949316877,0.14510196037250275,0.06480000871000903,0.14600972125980916,0.14495386680499658,0.12331324060685818,0.1589937223546479,0.15530074876810152,0.13182750857332978,-0.0032722239568095937,-0.0032722239568095937,-0.029304029304029297,roberta-base,3qe599bb,3srh82b1,beetle,True
3,-0.03320000229457227,-0.023347272859881123,-0.05916858983431901,0.27260900008510985,0.26706210575941147,0.15868009178757364,0.2766643053644875,0.27761432852678974,0.2544581799118563,0.008087313626001343,0.026337943433408288,0.10309536628690325,-0.08801347054407234,-0.08801347054407234,-0.11858220720760271,roberta-large,2nby99h5,1p7jcn6w,beetle,True
4,0.11286638085193486,0.09394774954556345,0.15208787930830822,0.010158048030782857,0.0008672546625181736,0.017772984150944457,0.025420114524911736,0.02429120838146374,0.09754765247110798,0.13418834247240394,0.16055040232866305,0.08109416444614118,0.14205650103249898,0.14205650103249898,0.09666307144654167,albert-base,2gsx3uf8,2snxf3ha,beetle,True
5,0.05420692850780101,0.05410332154555363,0.02595746588843204,-0.014418225834378474,-0.00010852390282861054,0.05308996350576458,-0.04719736142920009,-0.0406598206463974,-0.008319697846968241,0.08469664291199015,0.07688819005895295,0.06184410793059199,-0.03455145853432791,-0.03455145853432791,-0.08156900042227153,albert-large,4jc80eaw,3v606m2u,beetle,True
6,0.06602514640483255,0.1532430091348561,-0.01796017910307277,0.11880639628410411,0.08750831343435773,0.1217585508230783,0.10588783732700124,0.10203646801173089,0.0646644435265505,0.12022680676201082,0.15674258305854072,0.16229462846484802,0.03186458464671255,0.03186458464671255,0.13998354229745452,distilroberta,3n7jqudf,2mvd24s6,beetle,True
7,0.10611038742330889,0.09399328978094679,0.34277222026910414,0.22981452480637493,0.1889116668112481,0.24633860604968658,0.2210466831899284,0.22165778866216718,0.18465137193763867,-0.03664478745178032,-0.060235565940446247,0.13986249190314515,0.18407784593984217,0.18407784593984217,0.3061431201991782,roberta-base-squad2,2ymbeubi,11r7lf6k,beetle,True
8,0.16941728517681726,0.2741606460485299,0.29874148564423103,0.0037670789053063976,-0.008149594873363608,0.02768682413285948,0.02655932282957755,0.028257657520337688,0.07191236326076046,0.2659247705749671,0.31220371774560146,0.28082895403679065,0.08753442004744379,0.08753442004744379,0.14023735008745714,distilroberta-base-squad2,2kpz62tl,2zn80cjh,beetle,True
9,0.24567762875155247,0.2640641768450263,-0.022769883551627935,0.02498824324386023,0.05685879846127856,-0.04457768572952823,0.01982440200344256,0.022313895847725626,-0.03088775245124122,0.19931368875087113,0.22682888824344286,-0.03796135682741198,-0.031142965081409898,-0.031142965081409898,-0.13809555418427547,bert-base-squad2,3r0icb23,3vqjgo2b,beetle,True
10,0.11013279602879782,0.1044875628914748,0.21952910460053546,-0.028352133021505643,-0.03426697840069951,-0.05376873544600221,-0.03359921104176274,-0.03896499805605242,-0.09331674217097208,0.09946666413795435,0.14866323019348043,0.08911615300442044,0.22784716322381315,0.22784716322381315,0.2067929407249935,albert-base-squad2,1xgnbe38,t0f9yr23,beetle,True
