,IntegratedGradients_L2,IntegratedGradients_L1,IntegratedGradients_sum,InputXGradient_L2,InputXGradient_L1,InputXGradient_sum,Saliency_L2,Saliency_L1,Saliency_sum,GradientShap_L2,GradientShap_L1,GradientShap_sum,Occlusion_L2,Occlusion_L1,Occlusion_sum,run_id,attr_file
0,0.5647323863185725,0.6754547332584689,0.6283085679667441,0.6931823637445783,0.6936364009840951,0.49006192560840794,0.6584218710307268,0.6575885762171224,0.5005113067811103,0.5392204093749022,0.6498080034802485,0.5639332980592595,0.5990445559298002,0.5990445559298002,0.5770330661915426,30bcwrl4,attributions/scientsbank-2/30bcwrl4.pkl
1,0.6821916996378231,0.7241155407370611,0.56618920870424,0.7159312457538398,0.7170644272230209,0.4833297428399472,0.6891131249004404,0.690250161326763,0.497452358886621,0.6425099572580842,0.7003640956405179,0.5279412530318404,0.5892080300764442,0.5892080300764442,0.550899671410242,31cx2iq8,attributions/scientsbank-2/31cx2iq8.pkl
2,0.5814080760387952,0.5806912211742641,0.5559529586645504,0.7100034019070364,0.7051891052308046,0.5443125514881623,0.7007133904829362,0.7006856990715771,0.5057891357101661,0.5334098875952873,0.5277022334518241,0.4860291429723046,0.6401558373188595,0.6401558373188595,0.611638084515807,3cgz064k,attributions/scientsbank-2/3cgz064k.pkl
3,0.5000990206282594,0.5287163774143855,0.5287186622568547,0.6853039791972948,0.6827897365126067,0.4907311354388318,0.6664815410333114,0.6695382345562813,0.5213340708396658,0.5073353992854378,0.5383210060725722,0.5042275370988204,0.5644582413974447,0.5644582413974447,0.5782100463743782,1ks00y35,attributions/scientsbank-2/1ks00y35.pkl
4,0.6643874870705936,0.67036277581636,0.540557221994754,0.7365527322612406,0.7367053357827834,0.4901661477165049,0.7305400971000925,0.7273733550044534,0.5197579655748832,0.6339762585243193,0.6449440518206819,0.5115025963978874,0.6248145526991785,0.6248145526991785,0.6105702481602522,3k72ugwv,attributions/scientsbank-2/3k72ugwv.pkl
5,0.4996458001760906,0.5245810366844714,0.5250580116581957,0.6638318123032162,0.6608652701964232,0.5232482055442317,0.6327821868156192,0.6350538105317446,0.5177362926062149,0.4962033493295367,0.5156184917336265,0.5254692650211399,0.4962767898833605,0.4962767898833605,0.5290943682126601,33fzsfij,attributions/scientsbank-2/33fzsfij.pkl
6,0.5752903264967864,0.5927872502245632,0.5323591226116737,0.7196239549251017,0.7176947448792914,0.5128220872370166,0.6863181771086541,0.6885507255453558,0.5170441922457674,0.5682288152754651,0.5808480654508994,0.49488381225825695,0.5768075408869616,0.5768075408869616,0.5716810500457884,24ng646w,attributions/scientsbank-2/24ng646w.pkl
7,0.6962233492785013,0.7496026534029684,0.6346506148659585,0.7444079939956709,0.7436377473824805,0.5406583899231234,0.7284909589572687,0.7276537363735472,0.5126076209092001,0.6215880426687872,0.7045320361318889,0.5525757701856546,0.6119442374641414,0.6119442374641414,0.5776247329465247,3a33dkk2,attributions/scientsbank-2/3a33dkk2.pkl
8,0.4057241953173968,0.46845275969432937,0.49891632358886695,0.6663287292846589,0.6622688480361015,0.5193134059873014,0.5630363866995656,0.5689695809396866,0.5013494083158746,0.420942945751113,0.4623813008499707,0.5059296295248367,0.5245942024796924,0.5245942024796924,0.5031476163756661,1ky5vfxw,attributions/scientsbank-2/1ky5vfxw.pkl
9,0.6570785453424819,0.6744829885255734,0.5341212093411187,0.6365860383706465,0.6420490738758868,0.499282633724624,0.6661237491539271,0.6683814833795173,0.5050033316198402,0.6317837653587758,0.635138365436616,0.5176409603309259,0.5895970867174696,0.5895970867174696,0.5847984028795894,32o31ecg,attributions/scientsbank-2/32o31ecg.pkl
10,0.6215860788017118,0.6334690383060967,0.5420253909620861,0.7472469021716078,0.7426617088331016,0.5299879827985566,0.728568064348112,0.729076262747297,0.5596223195148763,0.5902744926574853,0.5981829173095918,0.5249196631308356,0.596910399503199,0.596910399503199,0.565062544930638,10o4hc05,attributions/scientsbank-2/10o4hc05.pkl
11,0.6438244652641407,0.6716608781052305,0.5717945847963342,0.6383452240419164,0.6405889005278143,0.5016802522137864,0.6570689410202412,0.6545435775940169,0.49967943922844055,0.6181744365558844,0.636893344846716,0.521065547327174,0.591831444836406,0.591831444836406,0.5668136439888954,2d323pre,attributions/scientsbank-2/2d323pre.pkl
12,0.6595017702978095,0.7219547880122391,0.5734903355012483,0.7271029755767269,0.7257099413642447,0.5338562996800936,0.699363019022239,0.6991089936480753,0.45986884656612526,0.6392749557437364,0.7038589623666217,0.5640835315199646,0.6306722541798362,0.6306722541798362,0.5861230136711415,gbmkqvnb,attributions/scientsbank-2/gbmkqvnb.pkl
